AERONET Version 3; 
Taipei_CWB
Version 3: AOD Level 2.0
The following data are automatically cloud cleared and quality assured with pre-field and post-field calibration applied.
Contact: PI=Brent_Holben; PI Email=Brent.N.Holben@nasa.gov
"Daily Averages,UNITS can be found at,,, https://aeronet.gsfc.nasa.gov/new_web/units.html"
"Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m)"
"10:11:2002,12:00:00,314,-999.,0.234439,0.297386,-999.,-999.,0.430851,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.626474,-999.,-999.,0.720696,-999.,-999.,0.823149,0.878528,2.060862,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.398093,1.026217,1.330569,1.447816,0.810560,-999.,0,29,29,0,0,29,0,0,0,0,0,0,0,0,28,0,0,28,0,0,28,28,29,0,0,0,0,0,0,0,29,28,28,29,28,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"11:11:2002,12:00:00,315,-999.,0.200224,0.247719,-999.,-999.,0.361758,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.575413,-999.,-999.,0.686863,-999.,-999.,0.818471,0.896060,2.767415,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.512452,1.273551,1.517327,1.532286,1.040414,-999.,0,12,12,0,0,12,0,0,0,0,0,0,0,0,12,0,0,12,0,0,12,12,12,0,0,0,0,0,0,0,12,12,12,12,12,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"12:11:2002,12:00:00,316,-999.,0.206420,0.265747,-999.,-999.,0.396710,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.629241,-999.,-999.,0.739263,-999.,-999.,0.869888,0.937071,2.806614,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.527754,1.197702,1.496538,1.564855,0.958369,-999.,0,42,42,0,0,42,0,0,0,0,0,0,0,0,42,0,0,41,0,0,41,39,42,0,0,0,0,0,0,0,42,41,42,42,41,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"26:11:2002,12:00:00,330,-999.,0.163607,0.199141,-999.,-999.,0.265816,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.378609,-999.,-999.,0.435068,-999.,-999.,0.493395,0.526378,1.471067,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.157723,0.953733,1.162374,1.169728,0.747699,-999.,0,35,35,0,0,35,0,0,0,0,0,0,0,0,35,0,0,35,0,0,35,35,35,0,0,0,0,0,0,0,35,35,35,35,35,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"04:12:2002,12:00:00,338,-999.,0.518010,0.683082,-999.,-999.,1.020130,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.470491,-999.,-999.,1.650184,-999.,-999.,1.874342,2.019084,3.050843,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.436984,1.046436,1.333538,1.490745,0.881978,-999.,0,26,26,0,0,26,0,0,0,0,0,0,0,0,24,0,0,22,0,0,20,18,25,0,0,0,0,0,0,0,26,22,24,26,20,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"05:12:2002,12:00:00,339,-999.,0.282509,0.364352,-999.,-999.,0.519849,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.678294,-999.,-999.,0.772385,-999.,-999.,0.800398,0.847533,2.698993,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.368588,0.989509,1.304724,1.421094,0.736738,-999.,0,28,28,0,0,28,0,0,0,0,0,0,0,0,27,0,0,27,0,0,26,26,28,0,0,0,0,0,0,0,28,27,27,28,26,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"06:12:2002,12:00:00,340,-999.,0.427557,0.536575,-999.,-999.,0.734611,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.001238,-999.,-999.,1.121627,-999.,-999.,1.251504,1.324239,3.111056,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.104067,0.817189,1.019641,1.150737,0.655711,-999.,0,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,8,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"10:12:2002,12:00:00,344,-999.,0.174722,0.217703,-999.,-999.,0.303790,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.456529,-999.,-999.,0.538215,-999.,-999.,0.631165,0.681154,1.343652,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.338325,1.169043,1.349600,1.345661,0.923953,-999.,0,14,14,0,0,14,0,0,0,0,0,0,0,0,14,0,0,14,0,0,14,14,14,0,0,0,0,0,0,0,14,14,14,14,14,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"11:12:2002,12:00:00,345,-999.,0.112220,0.141171,-999.,-999.,0.198425,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.311494,-999.,-999.,0.370699,-999.,-999.,0.438060,0.477571,2.054773,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.434059,1.227473,1.474553,1.440530,1.014241,-999.,0,20,20,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20,0,0,20,18,20,0,0,0,0,0,0,0,20,20,20,20,20,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"14:12:2002,12:00:00,348,-999.,0.073498,0.089782,-999.,-999.,0.123619,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.195976,-999.,-999.,0.233232,-999.,-999.,0.275931,0.297091,2.177764,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.429487,1.233450,1.503842,1.428545,0.948886,-999.,0,21,21,0,0,21,0,0,0,0,0,0,0,0,21,0,0,21,0,0,21,21,21,0,0,0,0,0,0,0,21,21,21,21,21,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"15:12:2002,12:00:00,349,-999.,0.045159,0.057041,-999.,-999.,0.078571,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.133444,-999.,-999.,0.163733,-999.,-999.,0.202056,0.219161,2.032455,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.587409,1.546707,1.801712,1.544381,1.135210,-999.,0,47,47,0,0,47,0,0,0,0,0,0,0,0,47,0,0,47,0,0,47,47,47,0,0,0,0,0,0,0,47,47,47,47,47,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"17:12:2002,12:00:00,351,-999.,0.082226,0.102281,-999.,-999.,0.140589,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.206903,-999.,-999.,0.235874,-999.,-999.,0.267836,0.281189,2.532580,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.249993,0.933044,1.233353,1.287725,0.695035,-999.,0,14,14,0,0,14,0,0,0,0,0,0,0,0,14,0,0,14,0,0,14,14,14,0,0,0,0,0,0,0,14,14,14,14,14,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"18:12:2002,12:00:00,352,-999.,0.188801,0.240385,-999.,-999.,0.332961,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.472875,-999.,-999.,0.548891,-999.,-999.,0.631785,0.671986,2.809590,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.409179,1.182899,1.411902,1.423032,0.902114,-999.,0,13,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,13,0,0,13,13,13,0,0,0,0,0,0,0,13,13,13,13,13,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"19:12:2002,12:00:00,353,-999.,0.084160,0.105891,-999.,-999.,0.143915,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.214512,-999.,-999.,0.247012,-999.,-999.,0.283722,0.297037,3.548955,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.262423,1.005684,1.278718,1.285304,0.725644,-999.,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"01:01:2003,12:00:00,1,-999.,0.357035,0.452488,-999.,-999.,0.635623,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.879350,-999.,-999.,0.976384,-999.,-999.,1.091515,1.288790,1.532265,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.142511,0.704697,1.028582,1.211740,0.527239,-999.,0,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,6,2,8,0,0,0,0,0,0,0,8,8,8,8,6,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"02:01:2003,12:00:00,2,-999.,0.037891,0.046540,-999.,-999.,0.063064,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.104951,-999.,-999.,0.127455,-999.,-999.,0.155301,0.164740,2.162173,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.518248,1.414580,1.666591,1.494250,1.019722,-999.,0,23,23,0,0,23,0,0,0,0,0,0,0,0,23,0,0,23,0,0,23,23,23,0,0,0,0,0,0,0,23,23,23,23,23,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"04:01:2003,12:00:00,4,-999.,0.290154,0.358653,-999.,-999.,0.487710,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.660117,-999.,-999.,0.728433,-999.,-999.,0.776555,0.781099,1.159934,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.047205,0.659889,0.953580,1.106439,0.478509,-999.,0,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,5,2,7,0,0,0,0,0,0,0,7,7,7,7,5,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"06:01:2003,12:00:00,6,-999.,0.095468,0.119897,-999.,-999.,0.167741,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.278367,-999.,-999.,0.335567,-999.,-999.,0.392154,0.440935,2.018633,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.539508,1.329503,1.638074,1.534226,1.065657,-999.,0,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"09:01:2003,12:00:00,9,-999.,0.074751,0.088861,-999.,-999.,0.119061,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.185660,-999.,-999.,0.223994,-999.,-999.,0.264542,0.281713,2.524190,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.363996,1.290876,1.490467,1.323447,0.891469,-999.,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"13:01:2003,12:00:00,13,-999.,0.338063,0.437085,-999.,-999.,0.629471,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.910960,-999.,-999.,1.032795,-999.,-999.,1.151727,1.199694,2.052324,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.303171,0.869630,1.208238,1.364488,0.606395,-999.,0,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,9,9,9,0,0,0,0,0,0,0,9,9,9,9,9,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"14:01:2003,12:00:00,14,-999.,0.213026,0.269339,-999.,-999.,0.375099,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.531671,-999.,-999.,0.597636,-999.,-999.,0.658119,0.673933,1.740649,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.182772,0.768102,1.108001,1.237429,0.476525,-999.,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"16:01:2003,12:00:00,16,-999.,0.182880,0.231186,-999.,-999.,0.328002,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.487151,-999.,-999.,0.561986,-999.,-999.,0.641040,0.678229,2.126152,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.314049,0.983022,1.271397,1.353623,0.731835,-999.,0,17,17,0,0,17,0,0,0,0,0,0,0,0,17,0,0,17,0,0,17,17,17,0,0,0,0,0,0,0,17,17,17,17,17,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"19:01:2003,12:00:00,19,-999.,0.589428,0.762037,-999.,-999.,1.079977,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.621494,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.377769,-999.,-999.,1.377769,-999.,-999.,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"20:01:2003,12:00:00,20,-999.,0.260304,0.330895,-999.,-999.,0.467059,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.659767,-999.,-999.,0.739700,-999.,-999.,0.815659,0.852593,1.536007,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.189191,0.765894,1.091865,1.252184,0.540075,-999.,0,20,20,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20,0,0,18,15,20,0,0,0,0,0,0,0,20,20,20,20,18,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"23:01:2003,12:00:00,23,-999.,0.254871,0.308508,-999.,-999.,0.407482,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.543340,-999.,-999.,0.601079,-999.,-999.,0.655395,0.678303,0.824033,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.986813,0.676106,0.922538,1.028900,0.477231,-999.,0,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,10,10,0,0,0,0,0,0,0,10,10,10,10,10,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"29:01:2003,12:00:00,29,-999.,0.164624,0.199332,-999.,-999.,0.263793,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.373669,-999.,-999.,0.430344,-999.,-999.,0.487196,0.510378,1.408287,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.137639,0.952199,1.151148,1.142550,0.662883,-999.,0,15,15,0,0,15,0,0,0,0,0,0,0,0,15,0,0,15,0,0,15,15,15,0,0,0,0,0,0,0,15,15,15,15,15,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"30:01:2003,12:00:00,30,-999.,0.103490,0.131146,-999.,-999.,0.188859,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.301707,-999.,-999.,0.361237,-999.,-999.,0.430721,0.469115,1.874171,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.512079,1.287272,1.537239,1.525068,1.024189,-999.,0,35,35,0,0,35,0,0,0,0,0,0,0,0,35,0,0,35,0,0,35,34,35,0,0,0,0,0,0,0,35,35,35,35,35,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"31:01:2003,12:00:00,31,-999.,0.159225,0.205489,-999.,-999.,0.308760,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.496013,-999.,-999.,0.591576,-999.,-999.,0.702786,0.753912,1.835263,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.559371,1.247440,1.531124,1.595101,0.998608,-999.,0,38,39,0,0,39,0,0,0,0,0,0,0,0,39,0,0,39,0,0,37,35,39,0,0,0,0,0,0,0,39,39,39,39,37,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"01:02:2003,12:00:00,32,-999.,0.383231,0.486476,-999.,-999.,0.703088,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.032255,-999.,-999.,1.187803,-999.,-999.,1.330551,1.665669,2.333937,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.315512,0.915378,1.241204,1.364049,0.721364,-999.,0,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,1,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"06:02:2003,12:00:00,37,-999.,0.127992,0.150668,-999.,-999.,0.201767,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.297297,-999.,-999.,0.348420,-999.,-999.,0.410675,0.436961,2.101470,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.255804,1.132009,1.310549,1.252316,0.885639,-999.,0,13,13,0,0,13,0,0,0,0,0,0,0,0,12,0,0,12,0,0,13,12,13,0,0,0,0,0,0,0,13,12,12,13,12,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"07:02:2003,12:00:00,38,-999.,0.107958,0.141390,-999.,-999.,0.208533,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.326295,-999.,-999.,0.383992,-999.,-999.,0.446291,0.471608,2.219918,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.461066,1.088202,1.421660,1.503284,0.759367,-999.,0,12,12,0,0,12,0,0,0,0,0,0,0,0,12,0,0,12,0,0,12,12,12,0,0,0,0,0,0,0,12,12,12,12,12,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"09:02:2003,12:00:00,40,-999.,0.162917,0.208043,-999.,-999.,0.301324,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.464949,-999.,-999.,0.550046,-999.,-999.,0.653443,0.708075,2.493218,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.524286,1.374125,1.543183,1.535191,1.098338,-999.,0,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,6,6,0,0,0,0,0,0,0,6,6,6,6,6,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"10:02:2003,12:00:00,41,-999.,0.199920,0.255693,-999.,-999.,0.365532,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.538238,-999.,-999.,0.622063,-999.,-999.,0.712884,0.739117,1.805136,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.322743,1.029762,1.271729,1.359926,0.803193,-999.,0,18,18,0,0,18,0,0,0,0,0,0,0,0,18,0,0,18,0,0,18,17,18,0,0,0,0,0,0,0,18,18,18,18,18,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"18:02:2003,12:00:00,49,-999.,0.366986,0.470454,-999.,-999.,0.666426,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.934367,-999.,-999.,1.039444,-999.,-999.,1.148843,1.194960,2.411220,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.175366,0.734062,1.060421,1.248065,0.543308,-999.,0,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,8,8,9,0,0,0,0,0,0,0,9,9,9,9,8,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"20:02:2003,12:00:00,51,-999.,0.171058,0.214289,-999.,-999.,0.299325,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.429401,-999.,-999.,0.488255,-999.,-999.,0.545913,0.573982,1.043209,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.224299,0.879029,1.168281,1.266921,0.620404,-999.,0,30,30,0,0,30,0,0,0,0,0,0,0,0,30,0,0,30,0,0,30,28,30,0,0,0,0,0,0,0,30,30,30,30,30,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"23:02:2003,12:00:00,54,-999.,0.369065,0.467154,-999.,-999.,0.662451,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.950997,-999.,-999.,1.068542,-999.,-999.,1.139465,1.204637,2.852377,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.230211,0.837127,1.141752,1.294094,0.697082,-999.,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,1,3,0,0,0,0,0,0,0,3,3,3,3,2,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"25:02:2003,12:00:00,56,-999.,0.260958,0.333446,-999.,-999.,0.476975,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.691859,-999.,-999.,0.782379,-999.,-999.,0.864546,0.891636,2.678732,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.263049,0.803039,1.176711,1.324911,0.518649,-999.,0,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,9,9,9,0,0,0,0,0,0,0,9,9,9,9,9,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"26:02:2003,12:00:00,57,-999.,0.253435,0.323817,-999.,-999.,0.462559,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.664712,-999.,-999.,0.748555,-999.,-999.,0.841216,0.877822,2.282826,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.259321,0.825587,1.164996,1.324557,0.571508,-999.,0,34,34,0,0,34,0,0,0,0,0,0,0,0,34,0,0,34,0,0,32,31,34,0,0,0,0,0,0,0,34,34,34,34,32,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"28:02:2003,12:00:00,59,-999.,0.410385,0.510640,-999.,-999.,0.699691,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.948256,-999.,-999.,1.042429,-999.,-999.,1.110161,1.108582,3.025608,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.065450,0.593063,0.957172,1.126910,0.304532,-999.,0,13,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,11,0,0,9,8,13,0,0,0,0,0,0,0,13,11,13,13,9,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"01:03:2003,12:00:00,60,-999.,0.129667,0.158828,-999.,-999.,0.218897,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.323505,-999.,-999.,0.369243,-999.,-999.,0.427972,0.452233,2.539809,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.262363,1.014404,1.247076,1.299848,0.799930,-999.,0,17,17,0,0,17,0,0,0,0,0,0,0,0,17,0,0,17,0,0,17,17,17,0,0,0,0,0,0,0,17,17,17,17,17,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"02:03:2003,12:00:00,61,-999.,0.392590,0.495840,-999.,-999.,0.686207,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.912062,-999.,-999.,0.984536,-999.,-999.,1.064564,1.026337,2.585021,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.087171,0.625717,0.961892,1.150164,0.441516,-999.,0,18,18,0,0,18,0,0,0,0,0,0,0,0,17,0,0,16,0,0,16,13,17,0,0,0,0,0,0,0,18,16,17,18,16,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"03:03:2003,12:00:00,62,-999.,0.137771,0.176285,-999.,-999.,0.262296,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.419109,-999.,-999.,0.498027,-999.,-999.,0.591849,0.639106,2.665454,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.540706,1.236407,1.514911,1.577077,0.967897,-999.,0,26,26,0,0,26,0,0,0,0,0,0,0,0,26,0,0,26,0,0,26,26,26,0,0,0,0,0,0,0,26,26,26,26,26,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"11:03:2003,12:00:00,70,-999.,0.095859,0.107728,-999.,-999.,0.127721,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.176440,-999.,-999.,0.205726,-999.,-999.,0.242131,0.237765,2.019359,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.959945,1.101720,1.125473,0.892706,0.736332,-999.,0,26,26,0,0,26,0,0,0,0,0,0,0,0,26,0,0,26,0,0,25,23,26,0,0,0,0,0,0,0,26,26,26,26,25,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"12:03:2003,12:00:00,71,-999.,0.278537,0.345277,-999.,-999.,0.485812,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.719974,-999.,-999.,0.786710,-999.,-999.,0.859075,0.857463,2.413810,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.296242,1.072514,1.303337,1.308994,0.852511,-999.,0,11,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,9,0,0,8,7,11,0,0,0,0,0,0,0,11,9,11,11,8,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"14:03:2003,12:00:00,73,-999.,0.106276,0.127641,-999.,-999.,0.174071,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.272127,-999.,-999.,0.323583,-999.,-999.,0.381885,0.409711,2.692944,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.389519,1.249982,1.487273,1.374942,0.941916,-999.,0,26,26,0,0,26,0,0,0,0,0,0,0,0,26,0,0,26,0,0,26,26,26,0,0,0,0,0,0,0,26,26,26,26,26,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"15:03:2003,12:00:00,74,-999.,0.176902,0.217974,-999.,-999.,0.321670,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.512267,-999.,-999.,0.607390,-999.,-999.,0.719920,0.777744,2.765473,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.524583,1.222458,1.504964,1.559661,0.964054,-999.,0,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,6,6,0,0,0,0,0,0,0,6,6,6,6,6,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
"16:03:2003,12:00:00,75,-999.,0.481914,0.626736,-999.,-999.,0.935643,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.407123,-999.,-999.,1.612939,-999.,-999.,1.851195,1.983951,3.101643,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.412194,1.008642,1.313855,1.478807,0.822195,-999.,0,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,0,lev20,235,Taipei_CWB,25.014683,121.538370,26.000000"
